English	Japanese	Source	SourceKind	DsdType
He cares about you.	彼はあなたに好意を寄せている	skyrim_taiyaku_250627	reference	Reference FULL
He convinced Solitude to attack Winterhold.	彼はソリチュードを説得してウィンターホールドを攻撃した	skyrim_taiyaku_250627	reference	Reference FULL
He did indeed.	そのとおりだ	skyrim_taiyaku_250627	reference	Reference FULL
He didn't seem to think it would do any good.	彼は、それを良くないものだと思っていたようだ	skyrim_taiyaku_250627	reference	Reference FULL
He ended up being a lot more trouble than he was worth.	結局、彼の存在は割に合わなかった	skyrim_taiyaku_250627	reference	Reference FULL
He fought bravely, but the giant overwhelmed him.	彼は勇敢に戦ったが、巨人に圧倒されてしまった	skyrim_taiyaku_250627	reference	Reference FULL
He gave me this keg to deliver.	この樽を配達するように頼まれた	skyrim_taiyaku_250627	reference	Reference FULL
He has a house in Riften?	彼はリフテンに家があるのか？	skyrim_taiyaku_250627	reference	Reference FULL
He has a terrible disease. It's very contagious.	彼は酷い病に侵されている。感染しやすい病気だ	skyrim_taiyaku_250627	reference	Reference FULL
He has feelings for you.	彼はあなたを意識していた	skyrim_taiyaku_250627	reference	Reference FULL
He helped me escape from prison.	彼は牢獄からの脱出を手伝ってくれた	skyrim_taiyaku_250627	reference	Reference FULL
He helped me find the pieces. He deserves to live.	彼は破片を見つける手伝いをした。生かす価値があるはずだ	skyrim_taiyaku_250627	reference	Reference FULL
He sacked it and used magic to blame Solitude.	オラフはそれを破壊し、魔法を使ってソリチュードを非難した	skyrim_taiyaku_250627	reference	Reference FULL
He said Goldenglow was purchased by a "Karliah."	彼は、ゴールデングロウが“カーリア”に買われたと言っていた	skyrim_taiyaku_250627	reference	Reference FULL
He said to tell you to "suffer the winter's cold wind."	彼はこう言っていた「冬の寒気に耐えるものが…」	skyrim_taiyaku_250627	reference	Reference FULL
He sounds persistent. Why not do something about it?	彼はしつこい性格みたいだが、なぜ何も手を打たない？	skyrim_taiyaku_250627	reference	Reference FULL
He still needs to pay for his crimes.	彼は罪を償わねばならない	skyrim_taiyaku_250627	reference	Reference FULL
He was an academic yet he chose a different path. Why?	彼は学識があっても危険な道を選んだ。なぜだ？	skyrim_taiyaku_250627	reference	Reference FULL
He was just trying to get rid of me.	彼はこちらを片づけたかっただけかも知れない	skyrim_taiyaku_250627	reference	Reference FULL
He was. Here's a letter of credit.	ああ、これが信用状だ	skyrim_taiyaku_250627	reference	Reference FULL
He wasn't there, but I found these plans.	奴はいなかったが、この計画書を見つけた	skyrim_taiyaku_250627	reference	Reference FULL
He won't bother you again.	彼はもうあなたを悩ませないだろう	skyrim_taiyaku_250627	reference	Reference FULL
He'll sleep peacefully now.	彼は安らかに眠れる	skyrim_taiyaku_250627	reference	Reference FULL
He's a friend. He promised you could help.	彼は友人だ。お前が助けてくれると約束してくれた	skyrim_taiyaku_250627	reference	Reference FULL
He's a stranger who needs assistance. Please, do the right thing.	彼は助けを必要としているよそ者だ。頼む、正しい決断を下してくれ	skyrim_taiyaku_250627	reference	Reference FULL
He's a traitor of some kind?	奴は何らかの裏切り者なのか？	skyrim_taiyaku_250627	reference	Reference FULL
He's an old man. Let it go. (Persuade)	彼は老人だ。離してやれ(説得)	skyrim_taiyaku_250627	reference	Reference FULL
He's casting spells out in the marsh in the middle of the night.	彼は真夜中に、沼地に向けて呪文を使っていた	skyrim_taiyaku_250627	reference	Reference FULL
He's dead. Are we done here?	彼は死んだ。これでいいのか？	skyrim_taiyaku_250627	reference	Reference FULL
He's dead. You're next.	死んだ。次はお前だ	skyrim_taiyaku_250627	reference	Reference FULL
He's dead?	彼は死んだのか？	skyrim_taiyaku_250627	reference	Reference FULL
He's done me no wrong. I won't kill him.	彼に恨みがある訳ではない。彼は殺せない	skyrim_taiyaku_250627	reference	Reference FULL
He's done more?	彼はまだ何かやったのか？	skyrim_taiyaku_250627	reference	Reference FULL
He's expecting me. (Persuade)	会う約束をしている(説得)	skyrim_taiyaku_250627	reference	Reference FULL
He's going to owe us for this betrayal.	この裏切りは大きな貸しになるな	skyrim_taiyaku_250627	reference	Reference FULL
He's here in Riverwood. Right outside.	彼をリバーウッドに連れて来た。外にいるよ	skyrim_taiyaku_250627	reference	Reference FULL
He's in debt because of a quill?	彼は羽ペンのために借金をしたのか？	skyrim_taiyaku_250627	reference	Reference FULL
He's in some place called Volunruud.	彼はヴォルンルードと呼ばれる場所にいる	skyrim_taiyaku_250627	reference	Reference FULL
He's on his way.	彼はこちらに向かっている	skyrim_taiyaku_250627	reference	Reference FULL
He's transporting war contraband! In the coffin! (Persuade)	奴は軍用の禁制品を運んでいた！ 墓の中だ！(説得)	skyrim_taiyaku_250627	reference	Reference FULL
He, um... stole something! I saw him! (Persuade)	奴は、ええと… 何かを盗んだんだ！ 奴を見た！(説得)	skyrim_taiyaku_250627	reference	Reference FULL
He... attacked a traveler! On the road! I saw it! (Persuade)	奴は… 道で旅人を攻撃したんだ！ 目撃した！(説得)	skyrim_taiyaku_250627	reference	Reference FULL
He... didn't make it.	彼は… 助からなかった	skyrim_taiyaku_250627	reference	Reference FULL
Head bandages	頭の包帯	skyrim_taiyaku_250627	reference	Reference FULL
Head to Morvunskar	モルブンスカーに向かう	skyrim_taiyaku_250627	reference	Reference FULL
Head to the Solitude Court	ソリチュードの宮廷に向かう	skyrim_taiyaku_250627	reference	Reference FULL
Headsman	死刑執行人	skyrim_taiyaku_250627	reference	Reference FULL
Headsman's Axe	死刑執行人の斧	skyrim_taiyaku_250627	reference	Reference FULL
Heal	治癒	skyrim_taiyaku_250627	reference	Reference FULL
Heal Other	他者治癒	skyrim_taiyaku_250627	reference	Reference FULL
Heal Valdr's injuries.	ヴァルドルの怪我を治す	skyrim_taiyaku_250627	reference	Reference FULL
Healing	治癒	skyrim_taiyaku_250627	reference	Reference FULL
Healing Altar	治癒の祭壇	skyrim_taiyaku_250627	reference	Reference FULL
Healing Hands	治癒の手	skyrim_taiyaku_250627	reference	Reference FULL
Healing spells cure 10% more.	治癒の呪文の回復が10%増加する。	skyrim_taiyaku_250627	reference	Reference FULL
Healing spells restore <mag>% more.	治癒の呪文の回復が <mag>%増加する。	skyrim_taiyaku_250627	reference	Reference FULL
Heals everyone close to the caster <mag> points.	術者の周囲にいる全員を <mag> ポイント回復させる。	skyrim_taiyaku_250627	reference	Reference FULL
Heals the caster <mag> points per second.	術者を1秒ごとに <mag> ポイント回復させる。	skyrim_taiyaku_250627	reference	Reference FULL
Heals the caster <mag> points.	術者を <mag> ポイント回復させる。	skyrim_taiyaku_250627	reference	Reference FULL
Heals the target <mag> points per second, but not undead, atronachs or machines.	対象を1秒ごとに <mag> ポイント回復させるが、アンデッド、精霊、機械には効果がない。	skyrim_taiyaku_250627	reference	Reference FULL
Heals the target <mag> points, but not undead, atronachs or machines.	対象を <mag> ポイント回復させるが、アンデッド、精霊、機械には効果がない。	skyrim_taiyaku_250627	reference	Reference FULL
Health	体力	skyrim_taiyaku_250627	reference	Reference FULL
Health Low	体力低下	skyrim_taiyaku_250627	reference	Reference FULL
Health is increased by <mag> points for <dur> seconds.	体力が <mag> ポイント、 <dur> 秒間増加する。	skyrim_taiyaku_250627	reference	Reference FULL
Health regenerates <mag>% faster for <dur> seconds.	体力の回復が <mag>%、 <dur> 秒間早くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Health regenerates <mag>% slower.	体力の回復が <mag>%遅くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Health regeneration	体力治癒	skyrim_taiyaku_250627	reference	Reference FULL
Health, Magicka, and Stamina regenerate <25>% faster.	体力、マジカ、スタミナの回復が <25>%早くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Hear Braig's story	ブレイグの話を聞く	skyrim_taiyaku_250627	reference	Reference FULL
Heard any rumors lately?	何か噂は聞いたか？	skyrim_taiyaku_250627	reference	Reference FULL
Heart	心臓	skyrim_taiyaku_250627	reference	Reference FULL
Heart of Winter	冬の心臓	skyrim_taiyaku_250627	reference	Reference FULL
Heartfire	薪木の月	skyrim_taiyaku_250627	reference	Reference FULL
Heartwood Mill	ハートウッド工場	skyrim_taiyaku_250627	reference	Reference FULL
Heartwood Mill Faction	ハートウッド工場一派	skyrim_taiyaku_250627	reference	Reference FULL
Heartwood Mill House Faction	ハートウッド工場ハウス一派	skyrim_taiyaku_250627	reference	Reference FULL
Heartwood Mill Scene 01	ハートウッド工場のシーン01	skyrim_taiyaku_250627	reference	Reference FULL
Heartwood Mill Scene 02	ハートウッド工場のシーン02	skyrim_taiyaku_250627	reference	Reference FULL
Heat the Convector	暖房器を暖める	skyrim_taiyaku_250627	reference	Reference FULL
Heavy	重	skyrim_taiyaku_250627	reference	Reference FULL
Heavy Armor	重装	skyrim_taiyaku_250627	reference	Reference FULL
Heavy Armor Forging	重装鎧の鍛造	skyrim_taiyaku_250627	reference	Reference FULL
Heavy Armor Trainer	重装訓練師	skyrim_taiyaku_250627	reference	Reference FULL
Heavy Armor absorbs more damage, but it also weighs more than Light Armor.	重装鎧はより多くのダメージを吸収するが、軽装鎧よりも重量が重い。	skyrim_taiyaku_250627	reference	Reference FULL
Heavy Fire Damage	炎ダメージ(大)	skyrim_taiyaku_250627	reference	Reference FULL
Heavy.	重装	skyrim_taiyaku_250627	reference	Reference FULL
Heddic Volunnar	ヘディック・ヴォルナール	skyrim_taiyaku_250627	reference	Reference FULL
Heddic's Volunruud Notes	ヘディックのヴォルンルードメモ	skyrim_taiyaku_250627	reference	Reference FULL
Hefid the Deaf	耳の悪いヘフィッド	skyrim_taiyaku_250627	reference	Reference FULL
Heimskr	ヘイムスカー	skyrim_taiyaku_250627	reference	Reference FULL
Heimskr Repeating Preaching Scene	ヘイムスカーが繰り返し説教するシーン	skyrim_taiyaku_250627	reference	Reference FULL
Heimskr's House	ヘイムスカーの家	skyrim_taiyaku_250627	reference	Reference FULL
Heimvar	ヘイムバー	skyrim_taiyaku_250627	reference	Reference FULL
Helgen	ヘルゲン	skyrim_taiyaku_250627	reference	Reference FULL
Helgen Homestead	ヘルゲン・ホームステッド	skyrim_taiyaku_250627	reference	Reference FULL
Helgen Keep	ヘルゲン砦	skyrim_taiyaku_250627	reference	Reference FULL
Helgen Keep Key	ヘルゲン砦の鍵	skyrim_taiyaku_250627	reference	Reference FULL
Helgi's Ghost	ヘルギの亡霊	skyrim_taiyaku_250627	reference	Reference FULL
Helgi's ghost asked me to find her.	ヘルギの幽霊に、彼女を探すよう頼まれたんだ	skyrim_taiyaku_250627	reference	Reference FULL
Helgird	ヘルグリッド	skyrim_taiyaku_250627	reference	Reference FULL
Hello Event Scene	出会いイベントのシーン	skyrim_taiyaku_250627	reference	Reference FULL
Hello flavored on previous assault	前回の襲撃で挨拶にフレイバーを追加	skyrim_taiyaku_250627	reference	Reference FULL
Hello, Karliah.	やあ、カーリア	skyrim_taiyaku_250627	reference	Reference FULL
Hello.	やあ	skyrim_taiyaku_250627	reference	Reference FULL
Hellos to player from WIKill04ThankFaction	WIKill04謝辞一派からプレイヤーへの挨拶	skyrim_taiyaku_250627	reference	Reference FULL
Helm of Winterhold	ウィンターホールドの兜	skyrim_taiyaku_250627	reference	Reference FULL
Helm of Yngol	ユンゴルの兜	skyrim_taiyaku_250627	reference	Reference FULL
Helmet of the Old Gods	古き神々の兜	skyrim_taiyaku_250627	reference	Reference FULL
Help	ヘルプ	skyrim_taiyaku_250627	reference	Reference FULL
Help Anska Retrieve Her Scroll	アンスカが巻物を取り戻すのを手伝う	skyrim_taiyaku_250627	reference	Reference FULL
Help Illia reach the top of Darklight Tower	ダークライト・タワーの頂上に向かうイリアに協力する	skyrim_taiyaku_250627	reference	Reference FULL
Help Selveni Nethri escape the cave.	セルヴェニ・ネスリが洞窟から逃げるのを助ける	skyrim_taiyaku_250627	reference	Reference FULL
Help Viarmo reconstruct Olaf's Verse	ヴィアルモがオラフ王の詩歌を再現するのを手伝う	skyrim_taiyaku_250627	reference	Reference FULL
Help clean up the Temple of Dibella	ディベラ聖堂の掃除を手伝う	skyrim_taiyaku_250627	reference	Reference FULL
Help conquer <Alias=CampaignHold>.	<Alias=CampaignHold> を征服するのを手伝う	skyrim_taiyaku_250627	reference	Reference FULL
Help me retrace my steps and I'll pay you for the goat. (1000 gold)	来た道を辿る手助けをしてほしい。ヤギの代金はちゃんと支払う(1000ゴールド)	skyrim_taiyaku_250627	reference	Reference FULL
Help the heroes of Sovngarde dispel Alduin's mist	ソブンガルデの英雄と共にアルドゥインの霧を晴らす	skyrim_taiyaku_250627	reference	Reference FULL
Help with what?	手伝いが必要かな？	skyrim_taiyaku_250627	reference	Reference FULL
Helping Hand	支援	skyrim_taiyaku_250627	reference	Reference FULL
Helvard	ヘルヴァルド	skyrim_taiyaku_250627	reference	Reference FULL
Helvard is dead.	ヘルヴァルドは死んだ	skyrim_taiyaku_250627	reference	Reference FULL
Hemming Black–Briar	ヘミング・ブラック・ブライア	skyrim_taiyaku_250627	reference	Reference FULL
Henrik	ヘンリック	skyrim_taiyaku_250627	reference	Reference FULL
Her husband sent me. Where is she?	彼女の夫に頼まれた。彼女はどこだ？	skyrim_taiyaku_250627	reference	Reference FULL
Heratar	ヘラタール	skyrim_taiyaku_250627	reference	Reference FULL
Herbalist's Guide to Skyrim	スカイリムの植物ガイドブック	skyrim_taiyaku_250627	reference	Reference FULL
Herbane's Bestiary: Automatons	エルバン動物寓話集: オートマトン	skyrim_taiyaku_250627	reference	Reference FULL
Herbane's Bestiary: Hagravens	エルバン動物寓話集: ハグレイヴン	skyrim_taiyaku_250627	reference	Reference FULL
Herbane's Bestiary: Ice Wraiths	エルバン動物寓話集: 氷の生霊	skyrim_taiyaku_250627	reference	Reference FULL
Here I am. What do you want?	来たぞ。用件は？	skyrim_taiyaku_250627	reference	Reference FULL
Here Lie the Hallowed Dead of Bromjunaar	ブロムジュナールの神聖なる死者、ここに眠る	skyrim_taiyaku_250627	reference	Reference FULL
Here are the books that went missing.	なくなっていた本だ	skyrim_taiyaku_250627	reference	Reference FULL
Here are the notes you wanted.	さあ、これが頼まれていたメモだ	skyrim_taiyaku_250627	reference	Reference FULL
